benchmark,status-ikos,cputime (s)-ikos,walltime (s)-ikos,memory (MB)-ikos,status-mikos,cputime (s)-mikos,walltime (s)-mikos,memory (MB)-mikos,memreduction,speedup
OSS/visitors-0.7/visitors.bc,OK,15.30988882,15.37194709,301.973504,OK,15.04511097,15.06799768,175.484928,0.5811269058,1.020171852
OSS/nasm-2.14.02/ldrdf.bc,OK,15.42834307,15.48409148,146.54259199999998,OK,13.47411762,13.51607418,57.643007999999995,0.3933532717,1.14560569
OSS/ethtool-5.0/ethtool.bc,OK,15.46282546,15.592488099999999,528.3061759999999,OK,13.00045809,13.02406091,178.745344,0.33833665420000003,1.197206325
OSS/coreutils-8.31/df.bc,OK,15.98923033,16.01222462,242.72896,OK,15.29677405,15.35252724,107.384832,0.4424063449,1.042969953
OSS/coreutils-8.31/date.bc,OK,15.93945056,16.02447095,273.227776,OK,14.52810298,14.68806733,91.123712,0.3335082301,1.090985668
OSS/mutt-1.11.4/mutt_pgpring.bc,OK,16.02150593,16.05214259,48.197632,OK,15.18088513,15.20811256,40.378368,0.8377666355,1.0554986709999998
OSS/lvm2-2.02.184/lvm.bc,OK,15.696655100000001,16.12411033,592.0768,OK,16.1717524,16.25987776,534.790144,0.9032445521,0.9916501568000001
OSS/uucp-1.07/uupick.bc,OK,16.65996033,16.68014757,414.056448,OK,15.1464386,15.16873056,274.235392,0.6623140234,1.09964031
OSS/musepack-0.1+r475/mpc2sv8.bc,OK,16.93630365,17.03623832,58.683392000000005,OK,16.91087042,16.98800353,51.904512,0.8844838417,1.002839344
OSS/gnupg-2.2.15/gpg-preset-passphrase.bc,OK,17.20548441,17.30809369,284.880896,OK,17.04186797,17.15602062,175.771648,0.6170004745000001,1.008864123
OSS/coreutils-8.31/chmod.bc,OK,17.39780862,17.42008725,303.648768,OK,16.63527431,16.68837648,253.865984,0.8360514211,1.043845533
OSS/unbound-1.9.1/unbound-control.bc,OK,17.34330862,17.54001871,525.258752,OK,15.19080153,15.32003949,347.389952,0.6613691836,1.144906887
